id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
552505,,<p>At a purely performance level it is faster to just insert the data and handle the error particularly if the error is infrequent. Running a select query to check for a duplicate processing that result and then inserting if successful will be considerably slower than inserting and handling an occasional error. If its raising an exception then that will be a bit slower since exception handling is slow in most languages but handling a exception will be many times faster than an SQL query in any language. </p> <p>As Assaf said there is also usually a way to explicitly handle duplicates so you might be able to avoid the error altogether. This would increase performance further and allow you to be explicit that you're handling duplicates in a particular way.</p> <p>Whether or not to use stored procedures is up to you - it can help with performance at the expense of putting more logic in your database. That's a decision you have to make. I've had bad experiences with this but it depends on the RDBMS and the language you're using.</p>,,,0,,2/16/2009 7:37:58,,2/16/2009 7:37:58,,,,wuputah,66752,552477,2,6,,
530332,,<p>I think the full answer includes the previous answer David Morton's comment and an updated code snippet:</p> <p>The .Where implementation for IQueryable is different than the .Where implementation for IEnumerable. IEnumerable.Where expects a:</p> <pre><code>Func&lt;XElement bool&gt; predicate </code></pre> <p>You can compile the function from the expression you have by doing:</p> <pre><code>Expression&lt;Func&lt;XElement bool&gt;&gt; simpleXmlExpression = b =&gt; int.Parse(b.Element( FooId ).Value) == 12; Func&lt;XElement bool&gt; simpleXmlFunction = simpleXmlExpression.Compile(); var simpleXml = xml.Elements( Foo ).Where(simpleXmlFunction).First(); </code></pre> <p>This will allow you to look at the expression tree generated and to use the compiled form to query the xml collection.</p>,,,0,,2/9/2009 22:26:05,,2/9/2009 22:26:05,,,,blu,54612,529196,2,3,,
379488,,<p><a href= http://search.cpan.org/perldoc?Tie::File rel= nofollow >Tie::File</a> can fix this for you.</p> <pre><code>use Tie::File; tie @array 'Tie::File' $file or die Could not tie $file: $! ; for (@array) { s/$hash{$key}/$newvalue/; } untie @array; </code></pre>,,,0,,12/18/2008 22:09:55,,12/18/2008 22:09:55,,,,Leon Timmermans,4727,379465,2,4,,
467942,,<p>That sort of functionality is going to require some Javascript but it is probably possible just to use CSS (in browsers other than IE6&amp;7).</p>,,,0,,1/22/2009 3:17:25,,1/22/2009 3:17:25,,,,dylanfm,38795,467927,2,0,,
133762,,<p>Mapped network drives are user specific so if the app is running under a different identity than the user that created the mapped drive letter (z:) it won't work.</p>,,,0,,9/25/2008 14:39:04,,9/25/2008 14:39:04,,,,Kev,419,133660,2,23,,
462478,,<p>Any LDAP interface you want to use should work fine against eDirectory.</p> <p>Be aware that the configuration of the LDAP server may not allow clear text passwords thus a bind to port 636 via SSL (Where you have the certificate imported into the keystore already) or via TLS (retrieve the tree CA's public key on the fly). </p> <p>If you have administrative access to the eDirectory server you can easily change that but still best to confirm that you can get it to work over SSL/TLS (aka LDAPS).</p> <p>If you really need it you can ask the admins for a server with only a replica of some test partition (and thus no real user data in its view) and test via cleartext against that. </p> <p>It is very easy in eDirectory to add a new replica of a partition carve off or merge a partition and all can be done live.</p> <p>It is similarly very easy to host replicas of many partitions on one server. (The official limit is no limit on the number or partitions in a tree or replicas on a server but it used to be 256 in older versions (before 8.x) )</p> <p>If you are allowed access to the eDirectory server you want to to ask for access to Dstrace (several versions of this see <a href= http://www.novell.com/communities/node/4418/the-many-faces-dstrace rel= nofollow >Many Faces of Dstrace</a>). There is a web interface (server:8008 on Netware 8010 on Windows 8028 on Unix/Linux usually) or other interfaces. If you enable the LDAP trace option (and turn off all the others) you can fairly completely debug what is going on at the server side. See the errors the communication or lack thereof and so on.</p>,,,0,,1/20/2009 18:28:02,,1/20/2009 18:28:02,,,,geoffc,32247,457682,2,0,,
23042443,,<p>In your Code <code>&lt;a href= page2.php &gt;Submit&lt;/a&gt;</code> was just a link. It's not a form submit.</p> <pre><code>&lt;form action= page2.php method= post &gt; Question 2: Your age ?&lt;br&gt; &lt;input type = radio name= q2 value= a &gt; 15-&lt;br&gt; &lt;input type = radio name= q2 value = b &gt; 15-25&lt;br&gt; &lt;input type = radio name= q2 value = c &gt; 25-35&lt;br&gt; &lt;input type = radio name= q2 value = d &gt; 35+&lt;br&gt; &lt;/form&gt; &lt;a href= page2.php &gt;Submit&lt;/a&gt; </code></pre> <p>In your page.php you can debug using <code>var_dump</code>. Something like the following </p> <pre><code>&lt;?php $q2 = $_POST['q2']; var_dump($q2); echo $q2; ?&gt; </code></pre> <p>So you will got null result.</p> <p>And when you try with form submit like the following</p> <pre><code>&lt;form action= page2.php method= post &gt; Question 2: Your age ?&lt;br&gt; &lt;input type = radio name= q2 value= a &gt; 15-&lt;br&gt; &lt;input type = radio name= q2 value = b &gt; 15-25&lt;br&gt; &lt;input type = radio name= q2 value = c &gt; 25-35&lt;br&gt; &lt;input type = radio name= q2 value = d &gt; 35+&lt;br&gt; &lt;input type='submit' value='Submit' /&gt; &lt;/form&gt; </code></pre> <p>You will be got something like </p> <p><code>string(1) a a</code> <code>string(1) b b</code> <code>string(1) c c</code> <code>string(1) d d</code></p>,,,0,,4/13/2014 11:56:03,,4/13/2014 11:56:03,,,,user1699797,,23042240,2,0,,
719989,,<p>The View Source showing a blank div is expected. AJAX calls update the dom but don't change the original source. You can best view the DOM using the <a href= http://getfirebug.com/ rel= nofollow >Firebug</a>.</p> <p>As for the test: The <code>xhr :post</code> call will not trigger the <code>Ajax.Updater</code> and therefore actually isn't updating the page div. (The Ajax.Updater is what <strong>generates</strong> the xhr call. By initiating the call manually in the test no such event happens.) I also don't believe that functional tests actually track and update the DOM or execute the javascript.</p> <p>To get a passing test you should generate just the xhr request (don't do the <code>get :getDateRangeForCashFlowStmt</code>) and then confirm that it returns the appropriate partial. Since the Rails &amp; Prototype are well tested you should be able to rely that the <code>form_remote_tag</code> and the <code>Ajax.Updater</code> will do what they are supposed to and build your final page.</p>,,,0,,4/6/2009 1:10:42,,4/6/2009 1:10:42,,,,Drew Blas,87429,719321,2,1,,
333107,,<p>Exactly what functions do you need? How advanced? You have some financial functions in .Net </p> <p>Im sure it doesnt cover everything but calulating interests and some other are no problem:</p> <p><a href= http://msdn.microsoft.com/en-us/library/daksysx3 rel= nofollow >http://msdn.microsoft.com/en-us/library/daksysx3</a>(VS.80).aspx</p> <blockquote> <p>Calculate depreciation. <strong>DDB SLN SYD</strong></p> <p>Calculate future value. <strong>FV</strong> </p> <p>Calculate interest rate. <strong>Rate</strong> </p> <p>Calculate internal rate of return. <strong>IRR MIRR</strong></p> <p>Calculate number of periods. <strong>NPer</strong> </p> <p>Calculate payments. <strong>IPmt Pmt PPmt</strong></p> <p>Calculate present value. <strong>NPV PV</strong></p> </blockquote>,,,0,,12/2/2008 5:10:15,,12/2/2008 5:10:15,,,,Stefan,19307,333030,2,2,,
8135407,,Hugs 98 is a functional programming system based on Haskell 98.,,,0,,11/15/2011 11:10:49,,11/15/2011 13:13:02,11/15/2011 13:13:02,,283240,,283240,,4,0,,
27858018,,<p>I figured this out. Here is an example solution:</p> <pre><code>#include &lt;iostream&gt; #include &lt;ppltasks.h&gt; #include &lt;thread&gt; #include &lt;vector&gt; using PipelineState = int; using PipelineStateArg = std::shared_ptr&lt;PipelineState&gt;; using FrameState = int; struct Pipeline { PipelineStateArg state; concurrency::task&lt;void&gt; task; }; std::vector&lt;Pipeline&gt; pipelines; void proc(const FrameState&amp; fs PipelineState&amp; ps) { std::cout &lt;&lt; Process frame &lt;&lt; fs &lt;&lt; in pipeline &lt;&lt; ps &lt;&lt; std::endl; } void on_frame(int index) { FrameState frame = index; if (index &lt; 2) { // Start a new pipeline auto state = std::make_shared&lt;PipelineState&gt;(index); pipelines.push_back({state concurrency::create_task([=]() { proc(frame *state); })}); } else { // Use an existing pipeline auto&amp; pipeline = pipelines[index &amp; 1]; auto state = pipeline.state; pipeline.task = pipeline.task.then([=]() { proc(frame *state); }); } } void main() { for (int i = 0; i &lt; 100; ++i) { on_frame(i); std::this_thread::sleep_for(std::chrono::milliseconds(33)); } for (auto&amp; pipeline : pipelines) pipeline.tail.wait(); } </code></pre>,,,0,,1/9/2015 10:00:17,,1/9/2015 10:10:51,1/9/2015 10:10:51,,1820428,,1820428,27842593,2,0,,
29700404,,<p>Well in order to make a Custom <code>UITextField</code> you need to make your own textField class which <strong>inherits</strong> from <code>UITextField</code>. Here you can override methods for laying out rightView leftView text placeholder etc.</p> <p>Also you can take benefit of <a href= https://github.com/JaviSoto/iOS8-Runtime-Headers/blob/master/Frameworks/UIKit.framework/UITextField.h rel= nofollow >iOS 8 Runtime Library for UITextField</a> and its properties like background color placeholder font color etc.</p> <p>For Ex: If you need to set sent Custom Font for placeholder it can be done this way</p> <pre><code>UILabel *lblPlaceholder = [yourTextField valueForKey:@ _placeholderLabel ]; [lblPlaceholder setFont:[UIFont yourFont]]; </code></pre>,,,0,,4/17/2015 13:20:21,,4/17/2015 13:25:30,4/17/2015 13:25:30,,2099097,,2099097,29700079,2,0,,
28357432,,<p>You would need to create an SVG symbol as you desire first and then associate them with the markers. Although I think you would have to make the custom icon and embed it in the marker class because if you want to customize the marker icons you can only customize them as a whole and not just put border on it. Here's the <a href= http://www.w3.org/TR/SVG11/ rel= nofollow >SVG docs</a> to create your custom marker icon. And here's the <a href= https://developers.google.com/maps/documentation/javascript/examples/marker-symbol-custom rel= nofollow >sample code</a> from Google to embed them in you marker class.</p> <p>Hope this helped. </p>,,,0,,2/6/2015 2:06:11,,2/6/2015 2:11:46,2/6/2015 2:11:46,,4386486,,4386486,27167295,2,0,,
36099630,,<p>You should not do this in the UI thread as your while loop will block the code and force a ANR (App Not Responding?) error.</p> <p>Further to the point if you want to run your task in a background thread (AsyncTask) you shouldnt block the UI thread to do it this is counterproductive.</p> <p>Also I cant tell what your getRecords() method does but it appears that you are no longer trying to access the DB but are accessing an array which should be quite quick.</p> <p>If you want to improve this rather than putting your asynctask in the while loop put the while loop in the AsyncTask#doInBackground() then call up whatever you require in your AsyncTask#onPostExecute(). This would push your slow processing into a background thread.</p>,,,0,,3/19/2016 8:37:32,,3/19/2016 8:44:12,3/19/2016 8:44:12,,4129226,,4129226,36099598,2,1,,
14380596,,<p>Untested but you should be able to get what you need by handling the <a href= http://msdn.microsoft.com/en-us/library/system.windows.forms.datagridview.cellpainting.aspx rel= nofollow >CellPainting</a> event and excluding the <a href= http://msdn.microsoft.com/en-us/library/ms159092.aspx rel= nofollow >DataGridViewParts.Border</a></p> <pre><code> e.Paint(e.ClipBounds DataGridViewPaintParts.All ^ DataGridViewPaintParts.Border); e.Handled = true; </code></pre>,,,0,,1/17/2013 13:53:01,,1/17/2013 13:59:00,1/17/2013 13:59:00,,2009,,2009,14380288,2,1,,
6580730,,<p>You should try <a href= http://fastutil.dsi.unimi.it/ rel= nofollow >fastutil</a>. Depends on the scenario it is possible that fastutil is faster than trove4j</p>,,,0,,7/5/2011 9:47:42,,7/6/2011 7:57:13,7/6/2011 7:57:13,,342852,,153621,6580653,2,2,,
7142900,,<p>You'll want to use <code>.indexOf()</code> and <code>.splice()</code>. Something like:</p> <pre><code>tag_story.splice(tag_story.indexOf(90)1); </code></pre>,,,0,,8/22/2011 3:30:36,,2/26/2013 22:17:36,2/26/2013 22:17:36,,63550,,373378,7142890,2,2,,
30654997,,<p>Weak references themselves are objects which are strongly referenced only the objects that they point to are weakly held.</p> <p>To get notified when the reference is cleared (so you can remove it from the map) you can use a <a href= https://docs.oracle.com/javase/8/docs/api/java/lang/ref/ReferenceQueue.html rel= nofollow >ReferenceQueue</a>. This is optional since you can and should always null-check on access but that may lead to accumulation of nulled-out WeakReference objects if they are never accessed.</p> <p>The queue has to be drained which you could do on a timer or when calling functions related to the data-structure holding the weak references.</p> <p>reading the <a href= https://docs.oracle.com/javase/8/docs/api/java/lang/ref/package-summary.html rel= nofollow >java.lang.ref package description</a> would have provided the same high level overview.</p>,,,0,,6/4/2015 22:04:49,,6/4/2015 22:48:46,6/4/2015 22:48:46,,1362755,,1362755,30645933,2,3,,
31678211,,<p>Solved the problem</p> <p>JS:</p> <p><div class= snippet data-lang= js data-hide= false > <div class= snippet-code > <pre class= snippet-code-js lang-js prettyprint-override ><code>var myclose = false; function ConfirmClose() { if (event.clientY &lt; 0) { myclose=true; } } function HandleOnClose() { if (myclose==true) { opener.location.href = &lt;%=request.getContextPath()%&gt;parent_jsp_path ; window.close(); } }</code></pre> </div> </div> </p> <p>HTML:</p> <pre><code>&lt;BODY onbeforeunload= ConfirmClose(); onunload= HandleOnClose(); &gt; </code></pre>,,,0,,7/28/2015 13:47:49,,7/28/2015 13:47:49,,,,,355288,31592012,2,0,,
10935095,,<p>You should direct call the script or have a handler that calls it (in case you want nice urls).</p> <pre><code>&lt;a href= /contact_us.php &gt;Contact&lt;/a&gt; </code></pre> <p>You shouldn't use any kind of redirect it makes a bad impact on SEO.</p>,,,0,,6/7/2012 15:37:25,,6/7/2012 15:37:25,,,,,1420642,10934975,2,0,,
17386121,,<p>Try using a DB2 <a href= http://pic.dhe.ibm.com/infocenter/db2luw/v10r1/index.jsp?topic=%2Fcom.ibm.db2.luw.sql.ref.doc%2Fdoc%2Fr0004201.html rel= nofollow >Sequence object</a>. They are designed for creating unique sequences of numbers. Pick your data type.</p> <pre><code>CREATE SEQUENCE mySeq as int; </code></pre> <p>You retrieve and increment the sequence in one step using a <a href= http://pic.dhe.ibm.com/infocenter/db2luw/v10r1/index.jsp?topic=%2Fcom.ibm.db2.luw.sql.ref.doc%2Fdoc%2Fr0023464.html rel= nofollow >sequence reference</a></p> <pre><code>NEXT VALUE FOR mySeq </code></pre> <p>You expression can use this in an INSERT UPDATE or MERGE or most places you can use an expression.</p>,,,0,,6/30/2013 1:04:42,,6/30/2013 1:04:42,,,,,638798,17363523,2,0,,
5251002,,<p>Try running Gui app with right click Run As Admin. Also make sure that you are trimming the view.userName fields. The trailing whitespace can create problem. </p>,,,0,,3/9/2011 19:19:09,,3/9/2011 19:19:09,,,,,166461,4651424,2,0,,
35611078,,<p>I struggled with this also to the point where stepping through code using the chrome debugger was just so slow it took hours away from my productive development time. In watching the CPU utilization when debugging in chrome I would see it use up to as much at 40% of all 4 cores of my processor. I tried everything to no avail. Finally I tried making the browser window of the page I was debugging as small as I could without losing any of the required view and miraculously it solved the problem. So now I keep my debugger window popped out in a separate window and make the window of the page I am debugging as small as I can and my debugging experience is very fast again. I have tested this over a period of weeks and it has held out. Hope this helps someone. </p>,,,0,,2/24/2016 19:17:50,,2/24/2016 19:17:50,,,,,1612777,6609558,2,0,,
19074851,,<p>A more generalized version of your problem is that of computing the <i>set union or intersection</i> between two sets. This <a href= http://docstore.mik.ua/orelly/perl/cookbook/ch04_09.htm rel= nofollow >link</a> gives a very good treatment of the problem in general.</p> <p>In your case the set is nothing but the list of values from each file. The logic is if a certain value was present in both files then $hash{matchline} == 2 because the value will be incremented in both the while loops. However if the line was present in only one of the files the value of $hash{matchline} == 1 since only one while loop will increment the value and not the other.</p> <p>Also Lajos Veres raises a very important point: if a certain word say Tom is present twice in the same file then the algorithm will fail. It is a subtle detail which can be resolved in many ways- removing duplicates beforehand using two hashes etc.</p> <p>Hope this helps.</p>,,,0,,9/29/2013 5:44:51,,9/29/2013 5:44:51,,,,,2812516,19073243,2,0,,
8682055,,<p>If you are trying to catch some problem by intermittent printf's than use them with fflush'es. \n works as a such too. Or you can't say nothing looking at seeming hanging app. </p>,,,0,,12/30/2011 17:15:42,,12/30/2011 17:15:42,,,,,715269,8676720,2,0,,
21830833,,<p>I would recommend using IDE in most of them the navigation between files is very easy I prefer netbeans PHP if you have include or require and you click on the path with your mouse while holding the Ctrl key it will open the file which make it very easy navigation. <a href= https://netbeans.org/features/php/ rel= nofollow >https://netbeans.org/features/php/</a></p>,,,0,,2/17/2014 13:50:03,,2/17/2014 13:50:03,,,,,1220652,21830646,2,0,,
984961,,<p>Like the last two answers say: keep a separate votes table.</p> <p>But it would be advisable to create a view that will <em>aggregate</em> votes per user per question etc. so that you don't need to do a manual query when you need that info.</p> <p>jrh</p>,,,0,,6/12/2009 4:16:02,,6/12/2009 4:16:02,,,,,2119053,984936,2,0,,
1853693,,<p>As others have said you must initialize the data but have you ever thought about learning the standard c++ library? It is more intuitive sometimes and probably more efficient.</p> <p>With it would be:</p> <pre><code>string full_name=first_name+ +last_name; </code></pre> <p>and you won't have to bother with terminating null characters. For a reference go to <a href= http://cplusplus.com/reference/string/string/ rel= nofollow >cplusplus</a></p> <p>Oh and a full working example so you could understand better (from operator+=):</p> <pre><code>#include &lt;iostream&gt; #include &lt;string&gt; using namespace std; int main () { string name ( John ); string family ( Smith ); name += K. ; // c-string name += family; // string name += '\n'; // character cout &lt;&lt; name; return 0; } </code></pre>,,,0,,12/5/2009 22:35:05,,12/5/2009 22:35:05,,,,,103054,1853619,2,0,,
11054640,,<p>I believe the parser actually isn't validating the expression inside { }. Althought internally PHP uses a HashTable to store variables so any string or number is valid. </p>,,,0,,6/15/2012 16:22:01,,6/15/2012 16:22:01,,,,,1022921,11054465,2,0,,
6512127,,<p>I am very new at Android development but maybe I can help a little.</p> <p>There probably is an event you can capture. Then you would have to evaluate the value inside the textbox and then remove that character from the textbox.</p> <p>Look for an event that gets called when a key is pressed on the keyboard.</p>,,,0,,6/28/2011 19:34:56,,6/28/2011 19:34:56,,,,,365709,6511570,2,0,,
23197898,,<p>If there is colon at last then webserver is expecting a Port number that's why its giving you Server Error.</p> <p>Here is URL details <a href= http://www.utoronto.com/webdocs/HTMLdocs/NewHTML/url.html rel= nofollow >http://www.utoronto.com/webdocs/HTMLdocs/NewHTML/url.html</a></p> <p>For correct url either you will need to provide Port number or remove Colon</p>,,,0,,4/21/2014 12:55:21,,4/21/2014 12:55:21,,,,,1221014,23191263,2,0,,
4139486,,<p>This <a href= http://scea.djcheng.com/page.php/3/Application_Design_Concepts_and_Principles.html rel= nofollow >SCEA Study Notes</a> explains the JEE differences between tiered and layered architecture </p> <p>Tiers of a Java EE System</p> <pre><code>* Client (GUI and Web): GUI directly interacts with web tier. Web uses browser applets to interact with web server through HTTP. Responsible for direct presentation and interaction with user. * Web components: processes web requests. Acts as mediator between clients and business components. * Business: (solves domain-specific) business problems. The abstract business logic processing happens in this tier. * Integration and Resource: handles connectivity with data stores and other (legacy) systems. </code></pre> <p>Layers of a Java EE System</p> <pre><code>* Virtual platform (component APIs): used to implement/support business logic. API Components include: JavaBeans Java Servlets JavaServer Pages/Faces Java Message Service API Java Transaction API etc. * Application infrastructure (container): responsible for executing the application. Also provides services like: security transactions JNDI and other connectivities. * Enterprise services (OS): responsible for the execution environment of the application infrastructure. Provides computing time and access to (abstract) hardware. * Compute and storage: the hardware or physical server. Provides computing power for the OS. * Networking infrastructure: responsible for networking services. </code></pre>,,,0,,11/9/2010 22:45:09,,11/9/2010 22:45:09,,,,,464685,1182303,2,0,,
35665495,,<p>This is one way without more code or context it's not very specific but it should be easy to adapt to your situation.</p> <p><div class= snippet data-lang= js data-hide= false > <div class= snippet-code > <pre class= snippet-code-js lang-js prettyprint-override ><code>var titles = ['i1''i2''i4']; $('ul li').each(function(){ var tmpTitle = $(this).attr('title'); if(titles.indexOf(tmpTitle) &gt; -1) { // already exists } else { // doesn't exist } })</code></pre> <pre class= snippet-code-html lang-html prettyprint-override ><code>&lt;script src= https://ajax.googleapis.com/ajax/libs/jquery/2.1.1/jquery.min.js &gt;&lt;/script&gt; &lt;ul&gt; &lt;li title= i1 &gt;item 1&lt;/li&gt; &lt;li title= i2 &gt;item 2&lt;/li&gt; &lt;li title= i3 &gt;item 3&lt;/li&gt; &lt;li title= i4 &gt;item 4&lt;/li&gt; &lt;/ul&gt;</code></pre> </div> </div> </p>,,,0,,2/27/2016 4:01:35,,2/27/2016 4:01:35,,,,,5024353,35665443,2,0,,
36562755,,<p>So been looking around for many hours and I just decided to go with the try except list. Here is the code for our info. </p> <pre><code>@staticmethod def connect(): servers = [ server1  server2  server3 ] conn = None for server in servers: try: conn = pymssql.connect(server settings.MSSQL_USERNAME settings.MSSQL_PASSWORD settings.MSSQL_DB_NAME charset= ISO-8859-1 ) break except: logger.info( Failed to connect to MSSQL Server: + server) if conn: return conn else: logger.info( Failed to connect to ALL MSSQL servers ) return conn </code></pre> <p>If there is a better way please let me know! thanks.</p>,,,0,,4/12/2016 2:47:55,,4/12/2016 2:47:55,,,,,1471385,36542539,2,0,,
