id,title,body,accepted_answer_id,answer_count,comment_count,community_owned_date,creation_date,favorite_count,last_activity_date,last_edit_date,last_editor_display_name,last_editor_user_id,owner_display_name,owner_user_id,parent_id,post_type_id,score,tags,view_count
5012227,,,,,0,,2/16/2011 3:27:20,,2/16/2011 5:22:38,2/16/2011 5:22:38,,102937,,-1,,3,0,,
5012228,,,,,0,,2/16/2011 3:27:20,,2/16/2011 5:22:38,2/16/2011 5:22:38,,102937,,-1,,3,0,,
5223740,,"<p>In LINQ to SQL, the data model of a relational database is mapped to an object model expressed in the programming language of the developer. When the application runs, LINQ to SQL translates into SQL the language-integrated queries (LINQ) in the object model and sends them to the database for execution. When the database returns the results, LINQ to SQL translates them back to objects that you can work with in your own programming language.</p>

<p><a href=""http://msdn.microsoft.com/en-us/library/bb425822.aspx"" rel=""nofollow"">http://msdn.microsoft.com/en-us/library/bb425822.aspx</a></p>",,,0,,3/7/2011 18:45:14,,3/7/2011 18:45:14,3/7/2011 18:45:14,,102937,,-1,,3,0,,
5223741,,LINQ to SQL is a component of Microsoft .NET Framework version 3.5 that provides a run-time infrastructure for managing relational data in SQL Server as objects.,,,0,,3/7/2011 18:45:14,,3/7/2011 18:45:14,3/7/2011 18:45:14,,102937,,-1,,3,0,,
5127475,,Silverlight has the capability of allowing Javascript and its own managed code to interact with one another,,,0,,2/26/2011 14:34:32,,2/26/2011 14:51:48,2/26/2011 14:51:48,,88092,,-1,,3,0,,
5327821,,"<p>Several computer languages use ""!"" for various meanings, most importantly for logical negation; e.g. <code>A != B</code> means ""A is not equal to B"", and <code>!A</code> means ""the logical negation of A"" (also called ""not A"").</p>",,,0,,3/16/2011 15:46:48,,3/16/2011 16:01:06,3/16/2011 16:01:06,,161052,,-1,,3,0,,
5327822,,"The exclamation mark (exclamation point or ""bang"") is often used in programming to denote negation.",,,0,,3/16/2011 15:46:48,,3/16/2011 16:01:09,3/16/2011 16:01:09,,161052,,-1,,3,0,,
6044798,,JBOss 4.3 is an Enterprise Application Server that contains various modules of components of JBoss application stack.,,,0,,5/18/2011 12:41:26,,5/18/2011 12:57:22,5/18/2011 12:57:22,,454686,,-1,,3,0,,
5251685,,"<p>Windows Workflow Foundation provides a programming model, in-process workflow engine and rehostable designer to implement long-running processes as workflows within .NET applications.</p>",,,0,,3/9/2011 20:22:09,,3/9/2011 20:41:09,3/9/2011 20:41:09,,229930,,-1,,3,0,,
5703876,,"User-defined content for the empty data row rendered when a web control (like GridView, ListView) is bound to a data source that does not contain any records.",,,0,,4/18/2011 13:50:35,,4/18/2011 14:16:01,4/18/2011 14:16:01,,322355,,-1,,3,0,,
5023056,,"Microsoft Dynamics CRM is a multi-lingual Customer Relationship Management software package developed by Microsoft. It has built in support for Sales, Marketing and Service.",,,0,,2/16/2011 22:40:45,,2/16/2011 22:42:25,2/16/2011 22:42:25,,73785,,-1,,3,0,,
5023062,,"Microsoft Dynamics CRM is a multi-lingual Customer Relationship Management software package developed by Microsoft. It has built in support for Sales, Marketing and Service.",,,0,,2/16/2011 22:41:06,,2/16/2011 22:42:27,2/16/2011 22:42:27,,73785,,-1,,3,0,,
5023073,,"Microsoft Dynamics CRM is a multi-lingual Customer Relationship Management software package developed by Microsoft. It has built in support for Sales, Marketing and Service. This tag is reserved for CRM 4.",,,0,,2/16/2011 22:41:46,,2/16/2011 22:47:43,2/16/2011 22:47:43,,73785,,-1,,3,0,,
5945813,,"<p>Honeycomb is the name of version 3.0 of the Android Operating System.  Honeycomb is specifically geared towards tablets (launching with the Motorola Xoom). An upcoming release, ""Ice Cream Sandwich"", is expected to combine the tablet and mobile versions.</p>",,,0,,5/10/2011 5:58:02,,5/10/2011 6:20:10,5/10/2011 6:20:10,,667706,,-1,,3,0,,
5945814,,"Honeycomb is the name of version 3.0 of the Android Operating System.  An upcoming release, ""Ice Cream Sandwich"", is expected to combine the tablet and mobile versions.",,,0,,5/10/2011 5:58:02,,5/10/2011 6:26:26,5/10/2011 6:26:26,,667706,,-1,,3,0,,
4976347,,,,,0,,2/12/2011 4:33:48,,2/12/2011 4:33:48,2/12/2011 4:33:48,,15168,,-1,,3,0,,
4976348,,This tag should not be used; use the tag [tag:pivot-table] instead.,,,0,,2/12/2011 4:33:48,,2/12/2011 4:33:48,2/12/2011 4:33:48,,15168,,-1,,3,0,,
5694559,,<p>The tag [headerfile] is deprecated; please do not use it.  Use tag [header-files] or tag [header] instead.</p>,,,0,,4/17/2011 15:59:18,,4/17/2011 15:59:18,4/17/2011 15:59:18,,15168,,-1,,3,0,,
5694560,,Do not use the tag [headerfile].,,,0,,4/17/2011 15:59:18,,4/17/2011 15:59:18,4/17/2011 15:59:18,,15168,,-1,,3,0,,
5760448,,"<p>The significant-figures tag is a synonym for the tag significant-digits.</p>

<p>See also: <a href=""http://en.wikipedia.org/wiki/Significant_figures"" rel=""nofollow"">Significant Figures - Wikipedia</a> </p>",,,0,,4/22/2011 21:52:04,,4/22/2011 22:09:18,4/22/2011 22:09:18,,15168,,-1,,3,0,,
5760449,,The significant-figures tag is a synonym for the tag significant-digits.,,,0,,4/22/2011 21:52:04,,4/22/2011 22:11:44,4/22/2011 22:11:44,,15168,,-1,,3,0,,
5039414,,,,,0,,2/18/2011 9:09:14,,2/18/2011 9:09:14,2/18/2011 9:09:14,,342852,,-1,,3,0,,
5039415,,"Tag for questions relating to Java Platform Servlet Containers (e.g. Tomcat, Jetty)",,,0,,2/18/2011 9:09:14,,2/18/2011 9:09:14,2/18/2011 9:09:14,,342852,,-1,,3,0,,
5091141,,"<blockquote>
  <p>The Spring Framework supports
  integration with Hibernate, Java
  Persistence API (JPA), Java Data
  Objects (JDO) and iBATIS SQL Maps for
  resource management, data access
  object (DAO) implementations, and
  transaction strategies. For example,
  for Hibernate there is first-class
  support with several convenient IoC
  features that address many typical
  Hibernate integration issues. You can
  configure all of the supported
  features for O/R (object relational)
  mapping tools through Dependency
  Injection. They can participate in
  Spring's resource and transaction
  management, and they comply with
  Spring's generic transaction and DAO
  exception hierarchies. The recommended
  integration style is to code DAOs
  against plain Hibernate, JPA, and JDO
  APIs. The older style of using
  Spring's DAO templates is no longer
  recommended; however, coverage of this
  style can be found in the Section A.1,
  <a href=""http://static.springsource.org/spring/docs/3.0.x/spring-framework-reference/html/classic-spring.html#classic-spring-orm"" rel=""nofollow"">“Classic ORM usage”</a> in the
  appendices.</p>
  
  <p>Spring adds significant enhancements
  to the ORM layer of your choice when
  you create data access applications.
  You can leverage as much of the
  integration support as you wish, and
  you should compare this integration
  effort with the cost and risk of
  building a similar infrastructure
  in-house. You can use much of the ORM
  support as you would a library,
  regardless of technology, because
  everything is designed as a set of
  reusable JavaBeans. ORM in a Spring
  IoC container facilitates
  configuration and deployment. Thus
  most examples in this section show
  configuration inside a Spring
  container.</p>
</blockquote>

<p><strong>Source:</strong></p>

<p><a href=""http://static.springsource.org/spring/docs/3.0.x/spring-framework-reference/html/orm.html"" rel=""nofollow"">Spring Reference: Object Relational Mapping (ORM) Data Access</a></p>",,,0,,2/23/2011 12:50:35,,2/23/2011 12:50:35,2/23/2011 12:50:35,,342852,,-1,,3,0,,
5091142,,"Questions relating to Spring's ORM framework which contains support for Hibernate, JPA, JDO and iBATIS",,,0,,2/23/2011 12:50:35,,2/23/2011 12:50:35,2/23/2011 12:50:35,,342852,,-1,,3,0,,
5248519,,,,,0,,3/9/2011 16:05:21,,3/9/2011 16:05:21,3/9/2011 16:05:21,,342852,,-1,,3,0,,
5248520,,"In computer science, a doubly-linked list is a linked data structure that consists of a set of sequentially-linked records called nodes. Each node contains two fields, called links, that are references to the previous and to the next node in the sequence of nodes.",,,0,,3/9/2011 16:05:21,,3/9/2011 16:05:21,3/9/2011 16:05:21,,342852,,-1,,3,0,,
4919595,,"<p>IE6 was released on August 27, 2001. </p>

<p>This version of Internet Explorer is widely derided for its security issues and lack of support for modern web standards, making frequent appearances in ""worst tech products of all time"" lists, with some publications labeling it as the ""least secure software on the planet.""</p>

<p>It is over a decade old and the internet has evolved past its limited features and usability although IE6 will be officially supported until 2014, 13 years after its release, it needs to be taken out!</p>

<p>This tag reflects the desire of web developers everywhere for everyone to move away from IE6.</p>",,,0,,2/7/2011 9:16:22,,2/7/2011 9:36:35,2/7/2011 9:36:35,,287047,,-1,,3,0,,
5565271,,"<p>Team Foundation Server 2010 automated build is a workflow 4 based solution for the automated building of team foundation software solutions.</p>

<p>see ""team-build"" as an alaternative tag.</p>",,,0,,4/6/2011 11:02:27,,4/6/2011 11:13:15,4/6/2011 11:13:15,,595787,,-1,,3,0,,
6081636,,"<p>Website: <a href=""http://cobra-language.com"" rel=""nofollow"">http://cobra-language.com</a></p>",,,0,,5/21/2011 12:13:40,,5/21/2011 12:23:48,5/21/2011 12:23:48,,445517,,-1,,3,0,,
6081637,,Cobra is a programming language with a python like syntax that supports both static and dynamic typing. It currently targets the .net framework.,,,0,,5/21/2011 12:13:40,,5/21/2011 12:23:51,5/21/2011 12:23:51,,445517,,-1,,3,0,,
3625204,,"<p>The DotNetOpenId tag is deprecated.  Please use the tag <a href=""http://stackoverflow.com/questions/tagged/dotnetopenauth"">dotnetopenauth</a> from now on.</p>

<p>DotNetOpenId was the former name of the DotNetOpenAuth library, and was a free and open source library for .NET that offered OpenID 1.1 and 2.0 support to both Relying Parties and Providers.</p>",,,0,,8/27/2010 4:40:29,,8/27/2010 4:40:29,8/27/2010 4:40:29,,46926,,-1,,3,0,,
3625205,,"<p>The DotNetOpenId tag is deprecated.  Please use the tag dotnetopenauth from now on.</p>

<p>DotNetOpenId was the former name of the DotNetOpenAuth library, and was a free and open source library for .NET that offered OpenID 1.1 and 2.0 support to both Relying Parties and Providers.</p>",,,0,,8/27/2010 4:40:29,,8/27/2010 4:40:29,8/27/2010 4:40:29,,46926,,-1,,3,0,,
3625049,,"<p>Please see the <a href=""http://stackoverflow.com/questions/tagged?tagnames=xslt&amp;sort=info"">info page for XSLT</a>.</p>",,,0,,8/1/2010 9:51:37,,8/1/2010 9:51:37,8/1/2010 9:51:37,,18771,,-1,,3,0,,
3625050,,<p>Please see the info page for XSLT.</p>,,,0,,8/1/2010 9:51:37,,8/1/2010 9:51:37,8/1/2010 9:51:37,,18771,,-1,,3,0,,
4932177,,"<p>.NET Micro Framework</p>

<p>The .NET Micro Framework is .NET for small and resource constrained devices. It offers a complete and innovative development and execution environment that brings the productivity of modern computing tools to this class of devices.</p>

<p>For current .NET developers, this means that they can now create applications that run on a range of devices from targeted devices like remote controls to PCs and Servers and on to the cloud – all with the same programming model and tools.</p>

<p>For current Embedded developers, this means that they can now leverage the productivity gains that have been achieved on the desktop and reduce their time to market.</p>

<p>The .NET Micro Framework is a fully integrated Visual Studio experience brings a reliable and productive development system to the embedded world.</p>",,,0,,2/8/2011 10:57:20,,2/8/2011 11:04:51,2/8/2011 11:04:51,,516179,,-1,,3,0,,
4932178,,The .NET Micro Framework is .NET for small and resource constrained devices. It offers a complete and innovative development and execution environment that brings the productivity of modern computing tools to this class of devices.,,,0,,2/8/2011 10:57:20,,2/8/2011 11:05:56,2/8/2011 11:05:56,,516179,,-1,,3,0,,
4363262,,"<p>In the summer of 2010 the PLT Scheme project was renamed and the language is now known as ""Racket"".  DrScheme was the PLT Scheme IDE, and it is now called DrRacket.  There are still some old questions which use the <code>drscheme</code> tag, but they should in general use <code>racket</code> instead.</p>",,,0,,12/6/2010 4:36:39,,12/6/2010 4:36:39,12/6/2010 4:36:39,,128595,,-1,,3,0,,
4363263,,DrScheme was the name of the PLT Scheme IDE.,,,0,,12/6/2010 4:36:39,,12/6/2010 4:36:39,12/6/2010 4:36:39,,128595,,-1,,3,0,,
5843974,,"In Assembly Language, JE is a conditional jump instruction meaning ""Jump if Equal"". It performs the test ZF=1",,,0,,4/30/2011 19:00:33,,4/30/2011 20:13:13,4/30/2011 20:13:13,,218717,,-1,,3,0,,
5961141,,.NET Remoting is a legacy technology of the .NET Framework for distributed applications. For development of new distributed applications it is recommened to use Windows Communication Foundation (WCF),,,0,,5/11/2011 8:09:55,,5/11/2011 8:38:38,5/11/2011 8:38:38,,83039,,-1,,3,0,,
5605581,,"<p><a href=""http://cran.r-project.org/web/packages/snow/index.html"" rel=""nofollow"">snow</a> is short for Simple Network of Workstations and used to support simple parallel computing in the <a href=""http://stackoverflow.com/questions/tagged/r"">R programming language</a>.</p>",,,0,,4/9/2011 14:22:10,,4/9/2011 14:42:37,4/9/2011 14:42:37,,9314,,-1,,3,0,,
5605582,,R project package used to support simple parallel computing,,,0,,4/9/2011 14:22:10,,4/9/2011 14:51:40,4/9/2011 14:51:40,,9314,,-1,,3,0,,
5605615,,"<p><a href=""http://cran.r-project.org/web/packages/snowfall/index.html"" rel=""nofollow"">snowfall</a> allows for easier cluster computing and is a usability wrapper around the snow package.</p>

<p>The package offers extended error checks and additional functions in addition to being able to work in sequential mode if no cluster is present.</p>

<p>snowfall is also designed as non-dependent connector to the cluster management tool sfCluster.</p>

<h3>See also</h3>

<ul>
<li><a href=""/questions/tagged/r"" class=""post-tag"" title=""show questions tagged 'r'"" rel=""tag"">r</a></li>
<li><a href=""/questions/tagged/snow"" class=""post-tag"" title=""show questions tagged 'snow'"" rel=""tag"">snow</a></li>
</ul>",,,0,,4/9/2011 14:28:56,,4/9/2011 14:42:34,4/9/2011 14:42:34,,9314,,-1,,3,0,,
5605616,,Wrapper for the snow package used in R programming language,,,0,,4/9/2011 14:28:56,,4/9/2011 14:42:32,4/9/2011 14:42:32,,9314,,-1,,3,0,,
3609896,,,,,0,,8/31/2010 14:18:37,,8/31/2010 14:18:37,8/31/2010 14:18:37,,27491,,-1,,3,0,,
5843981,,A microkernel at the center of the XNU architecture.,,,0,,4/30/2011 19:01:39,,4/30/2011 21:33:17,4/30/2011 21:33:17,,160868,,-1,,3,0,,
5928938,,"Google Code Jam is a programming contest organized by Google. While several first rounds are online, the finals take place at a different Google office around the world each year.",,,0,,5/8/2011 17:09:04,,5/8/2011 17:32:32,5/8/2011 17:32:32,,41071,,-1,,3,0,,
5251686,,"Windows Workflow Foundation provides a programming model, in-process workflow engine and rehostable designer to implement long-running processes as workflows within .NET applications.",,,0,,3/9/2011 20:22:09,,5/9/2011 11:25:30,5/9/2011 11:25:30,,82037,,-1,,3,0,,
5599005,,wish is a simple shell and interpreter for the Tcl language and Tk GUI toolkit.,,,0,,4/8/2011 18:02:26,,4/8/2011 18:27:56,4/8/2011 18:27:56,,459640,,-1,,3,0,,
5555488,,"Orchard is a free, open source, community-focused project aimed at delivering applications and reusable components on the ASP.NET platform",,,0,,4/5/2011 16:54:26,,4/5/2011 17:15:20,4/5/2011 17:15:20,,606586,,-1,,3,0,,
4624274,,"Zend Technologies is a software company offering a number of (free and commercial) PHP related technologies, including Zend Framework, Zend Server and Zend Studio.  Because Zend is a company offering a broad choice of products and services, there is no clear definition of when this tag makes sense to use. In general, you should try to use one of the more distinct tags.",,,0,,1/7/2011 9:50:41,,3/29/2011 4:20:29,3/29/2011 4:20:29,,168868,,-1,,3,0,,
4217902,,"<p>There are lots of approaches to searching a corpus of text, full-text and keyword being the most used.  Searching for people has enough overlap that it can be its own search problem.  One common scenario is knowing part of someones name.  A keyword search would fail while a full-text search could return lots of low-quality results.</p>",,,0,,11/18/2010 17:49:04,,11/18/2010 17:49:04,11/18/2010 17:49:04,,135078,,-1,,3,0,,
4217903,,Searching for people has different challenges,,,0,,11/18/2010 17:49:04,,11/18/2010 17:49:04,11/18/2010 17:49:04,,135078,,-1,,3,0,,
4857706,,"<p>The <a href=""http://www.asp.net/mvc"" rel=""nofollow"">ASP.NET MVC Framework</a> is a Microsoft web application framework that implements the model-view-controller (MVC) pattern. Based on ASP.NET, it allows software developers to build a Web application as a composition of three roles: Model, View and Controller. </p>

<p>A model represents the state of a particular aspect of the application. Frequently, a model maps to a database table with the entries in the table representing the state of the application. A controller handles interactions and updates the model to reflect a change in state of the application, and then passes information to the view. A view accepts necessary information from the controller and renders a user interface to display that.</p>

<p>The latest stable version is available from the <a href=""http://www.microsoft.com/downloads/en/details.aspx?FamilyID=d2928bc1-f48c-4e95-a064-2a455a22c8f6"" rel=""nofollow"">Microsoft Download Center</a> website.</p>

<p>Latest announcements from Microsoft usually come from Scott Guthrie's <a href=""http://weblogs.asp.net/scottgu/"" rel=""nofollow"">blog</a>. Other notable blogs relating to MVC include <a href=""http://haacked.com/"" rel=""nofollow"">Phil Haack</a> and <a href=""http://hanselman.com"" rel=""nofollow"">Scott Hanselman</a>.</p>",,,0,,2/1/2011 0:26:31,,2/8/2011 9:54:00,2/8/2011 9:54:00,,59303,,-1,,3,0,,
4857707,,"A framework for building scalable, standards-based web applications using well-established design patterns and the power of ASP.NET and the .NET Framework. This tag is used for problems specific to version 3 of the framework.",,,0,,2/1/2011 0:26:31,,2/8/2011 9:54:48,2/8/2011 9:54:48,,59303,,-1,,3,0,,
4931566,,"<p>The <a href=""http://www.asp.net/mvc"" rel=""nofollow"">ASP.NET MVC Framework</a> is a Microsoft web application framework that implements the model-view-controller (MVC) pattern. Based on ASP.NET, it allows software developers to build a Web application as a composition of three roles: Model, View and Controller. </p>

<p>A model represents the state of a particular aspect of the application. Frequently, a model maps to a database table with the entries in the table representing the state of the application. A controller handles interactions and updates the model to reflect a change in state of the application, and then passes information to the view. A view accepts necessary information from the controller and renders a user interface to display that.</p>

<p>The latest stable version - <a href=""http://stackoverflow.com/questions/tagged/asp.net-mvc-3"">MVC 3</a> - is available from the <a href=""http://www.microsoft.com/downloads/en/details.aspx?FamilyID=d2928bc1-f48c-4e95-a064-2a455a22c8f6"" rel=""nofollow"">Microsoft Download Center</a> website.</p>

<p>Latest announcements from Microsoft usually come from Scott Guthrie's <a href=""http://weblogs.asp.net/scottgu/"" rel=""nofollow"">blog</a>. Other notable blogs relating to MVC include <a href=""http://haacked.com/"" rel=""nofollow"">Phil Haack</a> and <a href=""http://hanselman.com"" rel=""nofollow"">Scott Hanselman</a>.</p>",,,0,,2/8/2011 9:52:27,,2/8/2011 9:52:27,2/8/2011 9:52:27,,59303,,-1,,3,0,,
4931567,,The ASP.NET MVC 2 Framework is version 2 of the Microsoft web application framework that implements the model-view-controller (MVC) pattern. This tag is used for problems specific to version 2 of the framework.,,,0,,2/8/2011 9:52:27,,2/8/2011 9:52:27,2/8/2011 9:52:27,,59303,,-1,,3,0,,
4624273,,"<h1>Zend Technologies Ltd.</h1>

<p><a href=""http://zend.com"" rel=""nofollow"">Zend Technologies</a> is a software company offering a number of (free and commercial) PHP related technologies, including Zend Framework, Zend Server and Zend Studio. They sponsor a number of other projects and organize <a href=""http://www.zendcon.com/"" rel=""nofollow"">ZendCon</a>, one of the largest PHP conferences in the world. Zend also offers trainings and certification programs.</p>

<hr>

<h2>Tag Purpose</h2>

<p>The <a href=""/questions/tagged/zend"" class=""post-tag"" title=""show questions tagged 'zend'"" rel=""tag"">zend</a> tag is an umbrella tag and <strong>should be avoided</strong>. Because Zend is a company offering a broad choice of products and services, there is no clear definition of when this tag makes sense to use. In general, you should try to use one of the more distinct tags, like </p>

<ul>
<li><a href=""/questions/tagged/zend-framework"" class=""post-tag"" title=""show questions tagged 'zend-framework'"" rel=""tag"">zend-framework</a> or <a href=""/questions/tagged/zf"" class=""post-tag"" title=""show questions tagged 'zf'"" rel=""tag"">zf</a> for questions about Zend Framework, </li>
<li><a href=""/questions/tagged/zend-studio"" class=""post-tag"" title=""show questions tagged 'zend-studio'"" rel=""tag"">zend-studio</a> for questions about Zend's commercial IDE, </li>
<li><a href=""/questions/tagged/zend-server"" class=""post-tag"" title=""show questions tagged 'zend-server'"" rel=""tag"">zend-server</a> for questions about Zend's server appliance, </li>
<li><a href=""/questions/tagged/zend-guard"" class=""post-tag"" title=""show questions tagged 'zend-guard'"" rel=""tag"">zend-guard</a> for questions about Zend's source code obfuscator, </li>
<li><a href=""/questions/tagged/zend-engine"" class=""post-tag"" title=""show questions tagged 'zend-engine'"" rel=""tag"">zend-engine</a> for questions about writing extensions and the inner workings of PHP.</li>
</ul>",,,0,,1/7/2011 9:50:41,,2/3/2011 9:18:11,2/3/2011 9:18:11,,208809,,-1,,3,0,,
