id,creation_date,post_id,post_history_type_id,revision_guid,user_id,text,comment
37864,8/26/2008 14:41:56,28235,1,e66b3535-5369-4ace-9bdf-610ec2bfdb6a,,Should I be doing JSPX instead of JSP?,
37872,8/26/2008 14:45:49,28241,1,f270d237-08d9-4513-961e-eeb6e18ca6f9,,Java Singleton vs static - is there a real performance benefit?,
37934,8/25/2008 22:16:10,27034,1,c8c6c354-eeb3-491b-a3ad-784f0d4210e3,,Javascript: declaring a variable before the conditional result?,
38651,8/9/2008 3:19:59,6579,1,ca62f35b-6fd6-472b-86e4-fd03e080a0c0,,Which Agile Software Development Method Have You Had The Most Success With?,
39010,8/26/2008 22:28:23,29100,1,7bca78e1-5f53-4c13-8c74-51283bc75275,,How are you generating tests from specifications?,
41234,8/27/2008 14:35:21,30295,1,0a504289-1aa2-47bf-9d05-95684a458df6,,Should you run one or multiple applications per tomcat cluster?,
43215,8/28/2008 9:47:18,31924,1,5c577741-0404-4765-a6c4-c5584171bdfe,,What are the best practices for JSF?,
43651,8/28/2008 12:31:53,32085,1,33c79d35-e5c0-468a-a623-455a8b7b0cfa,,XSLT Array Length,
44022,8/24/2008 16:08:47,25137,1,7d04ecc6-464f-4584-9af8-a5936becbf5b,,What Is Your Experience With Model Checking?,
44043,8/28/2008 15:14:30,32541,1,92df8272-6450-4502-8faf-dcc0b95ca686,,How can you clone a WPF object?,
44508,8/8/2008 3:38:58,5619,1,bb1e9304-9cca-41a6-820b-f4a1572970c8,,IE6 + SSL + AJAX + post form  = 404 error (?),
44567,8/28/2008 17:47:57,32897,1,74c8f98a-a93d-41de-8313-e94acd92c2cc,,Do Java multi-line comments account for strings?,
45377,8/28/2008 21:40:02,33465,1,1596fba5-4177-45b7-afbe-235813f6f16c,,Need a way to kick of a php script each time a particular account receives an email,
46136,8/29/2008 4:52:38,33971,1,d915840a-1840-4911-9d69-0b2b0365df51,,Standardised text editing behaviour across Mac applications,
46386,8/29/2008 8:02:04,34151,1,13ffafb7-b4b8-409a-814e-1ce11180aae1,,C++ Thread question - setting a value to indicate the thread has finished,
48281,8/29/2008 23:22:39,35463,1,c7e40fcd-5acf-4489-9d62-cb4f58a67b68,,How to divide two 64-bit numbers in Linux Kernel?,
48319,8/22/2008 12:51:03,22245,1,b40ee9e0-e291-4557-9ccc-70dc97bde26b,,How do I change my workstation in Team Foundation Server 2k5 and 2k8?,
48890,8/30/2008 3:11:47,35637,1,4aa525ac-eadc-4af1-83c3-84fe49de243c,,"MVC Route Help, 2 routes, 1 with a category url structure and the other for content page",
49203,8/30/2008 15:49:30,36058,1,9e9bdded-21b7-4e58-aa6a-ea60335280b6,,"How do I close a popup window, and open the next page in the main window in ROR?",
49728,8/30/2008 23:07:21,36455,1,1202c99c-894c-41a6-a516-ddad30624793,,Alignment restrictions for malloc()/free(),
49885,8/18/2008 20:32:50,15190,1,a2978c4f-6210-4b77-a6e9-3f47664250fc,,Changing CURRENT save/default directory in Delphi 2007 without using Save-As,
50046,8/22/2008 15:44:40,22696,1,f73db4e9-eaae-4ed6-9b98-1273a3d05e78,,How to filter by 2 fields when loading data into an access database table from an excel spreadsheet,
50078,8/1/2008 13:17:21,61,1,50000b2e-157d-4b71-ae87-175ac86add70,,"Office 2007 File Type, Mime Types and Identifying Characters",
50216,8/4/2008 14:40:58,1284,1,528bcf10-f04a-4190-bd0a-e0e00633c203,,Catching SQL Injection and other Malicious Web Requests,
50363,8/31/2008 2:08:48,36567,1,ca2f1935-f3cc-47e4-aaa1-539a54845519,,Beginner Digital Synth,
50549,8/31/2008 0:33:31,36511,1,5924d30d-f17f-47a3-8c13-4e196d2683bf,,VB.NET Get underlying system.type from nullable type,
53962,9/2/2008 6:57:32,38948,1,4f124711-67e4-482e-ac5f-b7e4aca2352e,,PHP and J2EE,
54033,9/1/2008 13:06:31,37912,1,f94b9c43-4f24-405b-bd19-2577c9b6ad37,,How do you use WebServiceMessageDrivenBean class?,
54108,9/2/2008 8:55:32,39053,1,1ee331b6-15da-4834-93c5-cd10e9154958,,Accessing Datasource from Outside A Web Container (through JNDI),
54125,9/2/2008 9:04:09,39064,1,44bcbc2b-1100-40e3-803b-6ee7928eb6cf,,Very simple C++ DLL that can be called from .net,
54887,8/4/2008 5:50:00,1041,1,36f3f514-9630-4cc0-930e-c29f211730dc,,Easy-to-Use Regular Expression Support in C++?,
54921,9/2/2008 14:17:42,39632,1,776cb913-b15f-4414-b3ee-ef5c6a65ab33,,[Best Practices] XSD: Nested Types vs Global Types,
55016,9/2/2008 14:48:29,39704,1,563175b6-434c-4636-95ec-3c1993c885aa,,WMI and Win32_DeviceChangeEvent - Wrong event type returned ?,
56787,9/2/2008 23:39:45,40923,1,21c01166-3ee7-42d7-ab4b-a62261ad1b86,,Saving Perl Windows Environment Keys UPCASES them,
56895,9/3/2008 1:07:49,40992,1,c95a1ab0-75b2-44b8-bc14-45bd9708a9ae,,How to use chrome to login to same site twice with different credentials  ?,
57718,9/3/2008 12:00:41,41513,1,ca62826a-80bf-48ce-a3ae-1105e52eadd3,,Recommended Source Control Directory Structure?,
58136,9/3/2008 8:59:00,41337,1,0a473e2d-fae5-4b3b-908c-f9f1070f38a3,,Unit testing in XCode 3.1 with Objective-C,
58997,9/3/2008 18:23:03,42262,1,14ce2ff1-33f1-4133-b9c7-15ed59142f95,,Twitching Consumption of Web Services from Web Site to Web Application,
59586,9/3/2008 21:58:04,42703,1,0d2d25f7-b5e2-48eb-812c-f88420784e6d,,sp_send_dbmail attachment encoding,
60345,9/4/2008 5:21:47,43211,1,bf274704-663a-409c-9442-8ce5d09c377b,,How do I change Simulink xPC target serial comm speed on the fly,
60359,9/4/2008 5:40:10,43223,1,18912a86-f6a3-496f-970a-f5b9643e551f,,Running a Simulink xPC block at a faster rate than the continuous rate,
61694,9/4/2008 16:04:15,44076,1,04ce6048-228d-465f-8ff5-ab5289854e98,,ASP.NET Merge: Virtual path 'obal.asax' is not allowed,
62094,9/4/2008 18:05:23,44352,1,3e0e6c14-4ae9-4e5d-9daf-564fb3efbbf4,,Iterate over subclasses of a given class in a given module,
62864,9/4/2008 22:39:53,44909,1,0fe8e984-7054-4efb-b526-3685633fecc1,,What essential design artifacts do you produce?,
63441,9/5/2008 6:09:52,45313,1,addc7a3b-9b3a-4cb0-bf8a-ff972589abdd,,Visual studio 2005 closes slowly,
63813,9/5/2008 10:13:16,45500,1,8bb0d8b2-dd4c-436e-bae4-9d42561edd9f,,Wacom tablet Python interface,
63897,9/5/2008 12:04:51,45611,1,ed711271-44df-4e90-8abd-0d7f3d3c845d,,Cascading deletes in PostgreSQL,
64495,9/5/2008 15:28:20,46034,1,906ea56f-8467-4463-8c81-e669364b76d8,,How do I lock certain SQL rows while running a process on them?,
64630,9/5/2008 15:58:17,46125,1,652dc28f-ec60-4581-88ed-1cf2302e7f98,,Can XPath match on parts of an element's name?,
65387,9/5/2008 19:23:10,46664,1,9c20bcf6-35bb-4d8d-b77d-8472bafd3378,,IBM DB2 Type 4 driver?,
65631,9/5/2008 20:36:28,46842,1,936265f8-8585-425c-9592-7c8e9a920e9f,,SQL Server Duplicate Checking,
65953,9/5/2008 23:34:32,47087,1,5c149c18-fab3-4b8b-b2b8-7415538d11b1,,How do you prevent SQL injection in LAMP applications?,
66011,8/19/2008 14:27:09,16265,1,e27d7a35-3c79-4691-a6b6-50b07403ca51,,LINQ to SQL Mapping From Money to Double,
66463,9/6/2008 13:07:50,47437,1,ffc0be0c-64bc-4f42-a96d-28e74a408952,,Which is a better refactoring tool for a beginner (something easy to learn & use)?,
68302,9/7/2008 20:50:01,48773,1,5db1d17a-9c80-4348-b9af-31ee8e135216,,Adding extra information to a custom exception,
68669,9/8/2008 2:09:21,49014,1,08936114-5802-4477-b7f2-0fe6fd5b138d,,Programmatically retrieve database table creation script in .NET,
68939,9/8/2008 5:51:35,49220,1,f97f4de0-ab14-45c7-a8be-f00fb46fb764,,How can I map a list of strings to my entity using NHibernate?,
69263,9/8/2008 10:41:05,49445,1,6fdfc6d0-cbf4-45a1-976d-e09c27a66748,,How to make a WCF service STA (single-threaded),
70051,9/8/2008 16:03:04,50042,1,9b6ef63b-4d6d-43e1-b1ea-7e6a68ff53b2,,Graphics card memory usage in linux,
70872,9/8/2008 20:52:08,50652,1,093390ed-4825-4af3-adb8-568081b9b590,,Global/session scoped values in PHP,
71149,9/8/2008 22:14:21,50823,1,5f7c5d62-784e-4456-8d63-e71b2c7e204d,,Best css generator lanugage?,
71164,9/8/2008 22:19:16,50831,1,5f52aea6-4e6b-4a7f-8b22-0cf5134dce6f,,How to push data to variety of different client types in near real time?,
71546,9/9/2008 2:07:26,51110,1,2f3f1337-90ea-409f-8f1f-e415a71d4038,,Get MIME type of a local file in PHP5 without a PECL extension?,
71781,9/8/2008 22:05:49,50814,1,8f9c38ea-947b-432e-9438-06ba7e51d66d,,Google Finance - Get Quotes search box - Column Alignment,
71791,9/8/2008 21:44:46,50769,1,78465f18-c690-4fa1-ab28-b9a880e77a7a,,What would it take to make OpenID mainstream?,
72097,9/9/2008 9:02:17,51429,1,d597177c-54b9-4db0-9578-d9d79cd8d43e,,Display data from XMLDataSource in TextBox,
72146,9/9/2008 9:20:37,51452,1,7c21d682-1b15-4036-a618-699cb5ad440c,,Bestpractice for Java IPC,
72424,9/9/2008 11:36:39,51658,1,7216b582-917b-41e5-b831-52f1be2b41c1,,Cross-platform space remaining on volume using python,
72512,9/9/2008 3:41:12,51179,1,ca1ef64a-f5c0-46e4-ba4e-d28ef0a486d2,,What are the alternative's to using the iThenticate service for content comparison?,
72657,9/9/2008 12:51:05,51781,1,334573f6-8d5a-4a96-849d-63a839d94db5,,haXe and arrays Dynamic type,
73108,9/9/2008 15:32:27,52169,1,52785793-3bfd-4af2-9c45-68db10b39574,,SQL Server2005 memory locking,
73529,9/9/2008 17:45:32,52447,1,bba4353b-c730-4f3b-aca9-2942ad874b7e,,Switching form VSS to CVS: what features are lost in Visual Studio?,
73777,9/9/2008 18:59:57,52626,1,7ac77e44-ccd6-4c71-8808-0fc291e939a0,,Automating DB Object Migrations from Source Control,
74005,9/9/2008 10:46:51,51572,1,91432c17-fb05-4330-add6-0d1c6e87db29,,Determine file type in Ruby,
74056,9/9/2008 20:29:15,52830,1,9d3d157b-f49a-41be-abd2-c6157d5b695c,,Inform potential clients about security vulnerabilities?,
74280,8/19/2008 16:03:46,16473,1,f15df746-4ba3-4eed-ab76-9b6413a3bb75,,Can using lambdas as event handlers cause a memory leak?,
74323,8/6/2008 17:27:20,3739,1,c5753e28-4d80-4363-8cd5-c999e80b6f2b,,Sharepoint: executing stsadm from a timer job  +  SHAREPOINT\System rights,
74327,8/11/2008 6:00:22,7558,1,745a36f7-2b89-48ba-b711-1cda04c52789,,ABAP Column Tree Model doesn't expand node after EXPAND_NO_CHILDREN event,
74549,9/9/2008 21:20:39,52933,1,93328b0f-70b7-4f4b-9077-bba6c87b3f10,,How can I modify a Work Item type to include additional information in TFS?,
74563,8/22/2008 18:16:40,23082,1,4e364270-08b6-4010-a2a7-f5822dacff1a,,How Did You Decide Between WISA and LAMP?,
74696,8/22/2008 15:48:44,22704,1,8e7ac6e3-81b5-4101-bf29-a9e6395bef4d,,How do you tackle web application performance improvement?,
74716,8/11/2008 15:37:31,7873,1,15e98f30-82b1-472b-b308-8a7c33c0072a,,Remove the bar at the top of Loginview for formatting,
74736,8/17/2008 16:18:54,13704,1,e656629c-773a-4b3b-8ac3-25b89fecbca6,,Suggestions for Migrating from ASP.NET WebForms to ASP.NET MVC?,
74764,8/28/2008 14:45:44,32460,1,ef01ec18-91db-497b-ac20-f46df0ccea48,,Get the DefaultView DataRowView from a DataRow,
75089,8/7/2008 12:53:19,4664,1,3e20a4a8-6f11-4e97-ba1a-1a5bb948c0dd,,Should the folders in a solution match the namespace?,
75306,8/23/2008 3:46:57,23931,1,bbabc37a-1766-4579-9383-7ac4379f61ff,,What algorithm to compare two images,
75661,9/10/2008 3:03:33,53353,1,98d1f913-9d72-45da-81a2-9442fe51a0cd,,Best way to hide DB connection code in PHP5 for apps that only require one connection?,
76443,9/10/2008 12:04:30,53841,1,c8219eac-5dca-45c6-a02d-0d540699ed71,,Can XpsDocuments be serialized to XML for storage in a database?,
76497,9/10/2008 12:26:12,53873,1,69de1898-8e93-4d49-90e6-4f23a610c4db,,Can a Linq query retrieve BLOBs from a Sql Database?,
76576,9/10/2008 12:51:00,53935,1,3da88bc8-a8fa-4d97-bb74-282514bba0b0,,SharePoint: Using RichHTML field type in a custom content type,
76670,9/10/2008 13:15:29,54010,1,55d7ed23-9865-44b4-95c4-c6ee9d6a909c,,Returning an element from a List in Scala,
77184,9/10/2008 14:54:21,54277,1,416ffb4e-1ce4-4744-808e-c97a94fa7ef8,,What do you use to create a website architecture?,
77190,9/10/2008 14:39:38,54230,1,71b27cb3-bc9d-43d2-b9ab-a62f1db8063f,,CakePHP ACL Database Setup: ARO / ACO structure?,
77491,9/10/2008 15:49:36,54487,1,ca8644a5-bd12-4692-ad78-27a55f665878,,Conditional Number Formatting In Java,
77675,9/10/2008 16:42:36,54626,1,0a4a688e-9026-4bb8-90fd-d458a4151c5c,,How do I get an XML file as XML (and not a string) with Ajax in Prototype.js?,
78112,8/25/2008 19:28:55,26688,1,ae52a473-e1d2-4281-bb9e-c4e9aec4ad90,,What Mature PL/SQL Libraries For Auto-Generating JSON Do You Recommend?,
78309,9/10/2008 18:41:19,54980,1,0d1ce3c0-1594-4c10-98fc-7c7653aae92d,,How do prepared statements work?,
78854,9/10/2008 21:45:54,55386,1,b5ae332e-bf07-4e41-8582-c6798e1c1a0b,,ant build.xml windows white space in path,
80450,9/11/2008 12:43:54,56445,1,8325005f-7ce9-4a87-baf3-fcad801212fb,,"asp.net mvc, ajax and progressive enhancement",
80556,9/11/2008 13:26:48,56521,1,4697623a-f76f-4780-b713-b362031f404e,,Windows Forms Designer upset by a control with a nullable property,
80853,9/11/2008 14:36:08,56698,1,3d8aaab3-0a74-45a3-826f-a90fc7c6b6f7,,Best way to get a list of differences between 2 of the same objects,
80968,9/11/2008 14:21:34,56659,1,eddfe88e-69eb-426f-8238-1df9832397aa,,Custom Counter Creation Through Web Application,
81083,9/11/2008 15:20:05,56865,1,28c6c8c1-fe59-44a1-94a1-89653293637e,,Calling a Web Service from Seam,
81175,9/11/2008 15:45:12,56946,1,8bf49f92-da95-4335-86b1-8c512ee70185,,Highlight parents in xml string,
81678,9/11/2008 18:16:47,57254,1,83873185-5b07-45df-9864-55b3a2d9838d,,How to keep ReadDirectoryChangesW from missing file changes,
81684,9/11/2008 16:36:20,57054,1,f55b1b12-7c0f-44f5-aa60-d9ee21aca990,,How to solve call ambiguity between Generic.IList<T>.this[] and IList.this[]?,
82263,9/10/2008 3:51:08,53387,1,53c03729-7ce2-4171-9790-80b33a9fe7e1,,Some Tomcat webapps not opening,
82519,9/11/2008 22:53:26,57849,1,ca3d12ea-9f7d-41e3-9674-1b25e69552b6,,.NET ListView row padding,
83017,9/12/2008 2:16:13,58174,1,41197176-b98d-4882-8ba2-64872543db2f,,Does anyone know where to find free database design templates?,
83535,9/11/2008 12:05:25,56373,1,784c97cc-c69b-4620-a3e8-047111b54d3b,,With emma why is a method call shown as not covered when the code within the method is covered with emma?,
83632,9/12/2008 9:33:56,58561,1,51217bd3-103c-45e8-860e-6b7a87e03b93,,Hibernate criteria _ how to use criteria to return only one element of an object instead the entire object,
83957,9/12/2008 12:01:53,58782,1,5070802a-53f0-425d-b624-6190f4efe604,,Copy files on Windows Command Line with Progress,
84092,9/12/2008 12:55:35,58878,1,aa22a1c4-ccaf-4af3-85f1-6c233146c3d5,,Should I use multiple assemblies for an isolated ASP.NET web application?,
84669,9/12/2008 14:27:54,59128,1,8b894dd8-562f-426b-9072-55fbb262750c,,What GUI should I run with JUnit(similar to NUnit gui),
84960,9/12/2008 16:25:35,59436,1,db35faf6-6660-48f5-be6f-bf93e86bcd2c,,Is it feasible to support multiple applications of the same type that are all written in different languages?,
85436,9/12/2008 19:19:17,59790,1,f8afa6a9-cd89-466e-9dcf-3da220112b5a,,Best way to transfer an xml to SQL Server?,
85489,9/12/2008 20:01:58,59829,1,e48c87bf-3653-4335-bb53-e1dadceab853,,Trouble with selected radiobuttonlist value on postback vb.net,
85506,9/12/2008 19:33:42,59806,1,6415e2bc-fac2-43f1-a0ef-69ce37cd61a5,,GWT context.xml in shell mode,
86156,9/13/2008 0:25:58,60204,1,a974f04f-8651-4c26-8e86-3ad69cd2f008,,Multiple permission types (roles) stored in database as single decimal,
86594,9/13/2008 10:51:22,60470,1,390ddcc7-2e11-4f5e-979f-ededf16dfabe,,Downloading Java classes from inside a (signed) applet,
86798,9/13/2008 15:18:54,60607,1,0e988117-cfea-4089-bad9-6bdf60237f75,,"In PHP5, should I use Exceptions or trigger_error/set_error_handler ?",
86823,9/13/2008 15:48:09,60629,1,fa825fab-f4a4-44d0-908f-55afb0e72af6,,How do you keep your keyboard clean?,
87483,9/14/2008 1:53:29,61052,1,cf3c51d3-29f0-4d1a-acfe-239cb7f77cf7,,How do you find out the ProductCode from a .Net Installer class custom action,
87625,9/14/2008 6:03:21,61156,1,c091ddb9-a64e-41dc-8f1f-63951c26b253,,Virtualbox host-guest network setup,
87960,9/14/2008 13:48:00,61339,1,110bf29f-c3a0-4f82-b3ea-9a0dda9cee48,,Getting user photo from SPUser using WSS Object model,
88573,9/14/2008 21:11:35,61655,1,7259348b-9b8b-4003-b73b-aaf0adeb1310,,Are there any JavaScript live syntax highlighters?,
88920,9/15/2008 5:20:04,61893,1,8c77e929-01d5-467e-9317-0e6da370a730,,'bad address' error from copy_to_user,
89562,9/15/2008 12:24:45,62317,1,d20ccbf6-fcf9-4f2f-9d8f-35c670b6802a,,PHP: How to expand/contract Tinyurls,
89693,9/15/2008 12:42:00,62423,1,34caa824-a845-488f-a706-6acb1e7df096,,How to update large XML file,
89733,9/15/2008 12:44:44,62447,1,2a0cdd7e-f7b1-4967-afee-55300de40fc6,,tomcat5 fails to start on CentOS 5 with NoClassDefFoundError exception,
89834,9/15/2008 12:52:51,62534,1,2942d673-a391-4b49-aa46-85532d6fac90,,"What is the lowest-cost, cross-platform approach to parse XML using ksh?",
89903,9/15/2008 12:59:49,62593,1,80736c30-08e3-4816-8a08-65cb7d4d127f,,reload a .sql schema without restarting mysqld,
89985,9/15/2008 13:05:44,62650,1,064e1bdf-27a9-4305-ad9c-c5c68a224b89,,Saving Java Object Graphs as XML file,
90152,9/15/2008 13:09:32,62689,1,100ffcce-dd02-4af1-8ad7-d26e20a3c178,,bitwise indexing in C?,
90238,9/15/2008 13:26:22,62850,1,29e4ce9b-b775-472c-bcc8-94e3465a519d,,using asynchbeans instead of native jdk threads,
90378,9/15/2008 13:38:14,62940,1,ef9b98f7-5022-4008-be02-248a25ef5ef6,,How do I get an auto-scrolling text display on .NET forms - e.g. for credits,
90535,9/15/2008 13:52:25,63067,1,7c420a3b-09cb-45d4-bce3-1f9758736e4e,,"Is there a way to tell WCF to use security in the request, but ignore it on the response?",
90550,9/15/2008 13:54:23,63081,1,ece21a04-8290-489e-8d54-722deb20002b,,Seeking a good solution for SVG + Javascript framework,
