id,name,date,user_id,class,tag_based
14159514,Stellar Question,5/12/2015 23:00:21,260480,1,FALSE
14258604,Great Question,5/21/2015 2:28:42,20072,1,FALSE
14376816,Electorate,5/31/2015 13:57:14,1026805,1,FALSE
14685503,Fanatic,6/26/2015 0:41:31,1114972,1,FALSE
14692202,Unsung Hero,6/26/2015 13:07:16,3344111,1,FALSE
14773695,Great Answer,7/3/2015 13:04:33,1008291,1,FALSE
15047991,Great Question,7/27/2015 13:04:14,239193,1,FALSE
15159451,Great Question,8/5/2015 13:11:19,849065,1,FALSE
15201065,Fanatic,8/9/2015 0:23:01,4774918,1,FALSE
15276463,Fanatic,8/15/2015 7:09:54,2067527,1,FALSE
15318423,Great Answer,8/19/2015 8:38:34,322122,1,FALSE
15393520,Populist,8/25/2015 15:38:40,139985,1,FALSE
15394433,Great Answer,8/25/2015 16:58:06,735446,1,FALSE
15683056,Stellar Question,9/19/2015 16:24:40,1082727,1,FALSE
15807117,Great Answer,9/30/2015 14:14:44,1580615,1,FALSE
15813239,Steward,10/1/2015 0:51:34,3093387,1,FALSE
15838728,unicode,10/3/2015 3:05:29,1084437,1,TRUE
15880163,Electorate,10/7/2015 6:24:45,4323504,1,FALSE
16242261,Great Question,11/6/2015 10:27:57,1047632,1,FALSE
16252364,Great Answer,11/7/2015 8:35:25,74314,1,FALSE
16434746,Great Answer,11/18/2015 13:46:03,64193,1,FALSE
16566010,Fanatic,11/25/2015 6:52:38,2386832,1,FALSE
16670765,Great Question,12/3/2015 20:05:25,3011380,1,FALSE
16782759,Unsung Hero,12/13/2015 13:24:02,4831822,1,FALSE
17085055,Great Question,1/11/2016 16:59:45,4428471,1,FALSE
17140987,Great Answer,1/15/2016 14:19:44,70393,1,FALSE
17251135,Electorate,1/25/2016 7:16:21,1322642,1,FALSE
17281554,Electorate,1/27/2016 9:56:33,2394816,1,FALSE
17283239,Great Answer,1/27/2016 12:00:56,483349,1,FALSE
17322287,Populist,1/30/2016 3:58:06,122610,1,FALSE
17405942,Great Answer,2/5/2016 15:33:08,1894021,1,FALSE
17523854,Electorate,2/15/2016 16:03:51,4145708,1,FALSE
17652931,Steward,2/25/2016 0:57:58,563532,1,FALSE
17759638,docker,3/4/2016 3:03:15,6309,1,TRUE
17815401,Great Answer,3/8/2016 19:12:07,229044,1,FALSE
17866870,Great Answer,3/12/2016 13:42:13,46926,1,FALSE
17879658,Steward,3/14/2016 3:28:44,3941604,1,FALSE
17880563,Electorate,3/14/2016 6:06:23,404960,1,FALSE
17897708,Great Answer,3/15/2016 9:40:01,716216,1,FALSE
17916401,Great Answer,3/16/2016 13:14:52,23283,1,FALSE
17983673,Fanatic,3/22/2016 0:08:39,2962342,1,FALSE
17994012,Populist,3/22/2016 16:34:55,754131,1,FALSE
18007823,Great Question,3/23/2016 15:18:56,243164,1,FALSE
18090430,Great Answer,3/30/2016 15:28:45,239965,1,FALSE
18096272,Great Answer,3/31/2016 1:34:52,27535,1,FALSE
18262320,Great Answer,4/13/2016 4:48:26,952696,1,FALSE
18360672,Great Question,4/20/2016 14:41:40,1668964,1,FALSE
18443178,Great Answer,4/27/2016 4:53:22,70170,1,FALSE
18546289,Unsung Hero,5/5/2016 9:43:19,976482,1,FALSE
18641601,java,5/13/2016 4:03:02,1115554,1,TRUE
18657873,Great Answer,5/14/2016 13:02:58,844882,1,FALSE
18901024,Great Answer,6/3/2016 16:53:34,62082,1,FALSE
18950778,Great Answer,6/8/2016 5:10:01,1067068,1,FALSE
18954982,Great Question,6/8/2016 11:06:53,2095244,1,FALSE
19058971,Great Question,6/16/2016 19:47:05,74098,1,FALSE
19063976,Great Answer,6/17/2016 7:32:23,15541,1,FALSE
19150196,Great Question,6/24/2016 11:00:42,427855,1,FALSE
19305312,Fanatic,7/8/2016 0:47:21,2577244,1,FALSE
19333666,Steward,7/11/2016 7:57:05,1999155,1,FALSE
19363626,Great Answer,7/13/2016 10:41:08,68822,1,FALSE
19401485,Fanatic,7/16/2016 9:52:45,3078414,1,FALSE
19406021,Great Answer,7/17/2016 3:46:01,82294,1,FALSE
19568052,Great Answer,7/25/2016 11:05:39,818182,1,FALSE
20099264,Great Answer,9/2/2016 22:43:46,438544,1,FALSE
20194316,Populist,9/11/2016 18:56:49,1152992,1,FALSE
20232402,Great Answer,9/14/2016 14:31:45,94813,1,FALSE
20238046,Steward,9/15/2016 0:22:13,3324556,1,FALSE
20291360,Great Answer,9/19/2016 15:52:42,66482,1,FALSE
20600479,Steward,10/14/2016 0:45:51,2614364,1,FALSE
20689456,c++,10/21/2016 4:02:50,29068,1,TRUE
20719631,Fanatic,10/24/2016 9:22:43,5770216,1,FALSE
20796351,Fanatic,10/30/2016 18:14:21,6535399,1,FALSE
20807539,Stellar Question,10/31/2016 18:59:56,395617,1,FALSE
20843052,Great Answer,11/3/2016 13:14:51,11732,1,FALSE
21083522,Steward,11/17/2016 20:40:17,1305969,1,FALSE
21160964,Stellar Question,11/21/2016 13:58:52,373151,1,FALSE
21236007,Unsung Hero,11/26/2016 16:27:57,1457385,1,FALSE
21238048,Steward,11/26/2016 22:54:00,4560142,1,FALSE
21297438,Great Answer,12/1/2016 15:24:12,886435,1,FALSE
21560663,Electorate,12/24/2016 5:02:41,4245525,1,FALSE
21561340,Great Answer,12/24/2016 7:44:38,179984,1,FALSE
21837683,Great Question,1/19/2017 2:37:28,103096,1,FALSE
22087903,Great Question,2/7/2017 11:11:47,401705,1,FALSE
22105009,Great Answer,2/8/2017 13:14:29,1718114,1,FALSE
22120576,Great Answer,2/9/2017 13:33:44,336508,1,FALSE
22187544,Steward,2/15/2017 0:43:21,3072788,1,FALSE
22616953,Unsung Hero,3/17/2017 15:11:31,4573119,1,FALSE
23109480,Great Answer,4/25/2017 10:17:10,467453,1,FALSE
23204150,Great Answer,5/3/2017 3:15:35,845034,1,FALSE
23231334,Great Question,5/4/2017 19:27:37,393087,1,FALSE
23270195,Great Answer,5/8/2017 14:03:30,465378,1,FALSE
23466740,Great Question,5/23/2017 19:54:37,813159,1,FALSE
23498705,Great Question,5/26/2017 0:09:57,571637,1,FALSE
23570861,Legendary,6/1/2017 4:34:32,95592,1,FALSE
23612527,Great Answer,6/5/2017 2:57:41,371739,1,FALSE
23833579,Fanatic,6/22/2017 5:18:23,6181769,1,FALSE
23877755,Great Answer,6/26/2017 9:29:14,954940,1,FALSE
23918694,Great Question,6/29/2017 3:52:05,2014591,1,FALSE
23977175,Fanatic,7/4/2017 7:02:18,4083045,1,FALSE
23997617,Great Answer,7/5/2017 13:54:40,123883,1,FALSE
24033931,Great Question,7/7/2017 23:00:48,73249,1,FALSE
24051393,Great Answer,7/10/2017 5:34:15,353654,1,FALSE
24079319,Great Question,7/11/2017 21:11:46,963737,1,FALSE
24707532,Socratic,8/19/2017 4:03:27,3369042,1,FALSE
24723597,Great Answer,8/21/2017 6:43:24,3681880,1,FALSE
24766577,Great Question,8/24/2017 1:28:18,1729237,1,FALSE
24851120,Great Answer,8/30/2017 23:00:57,1911018,1,FALSE
24853001,firebird,8/31/2017 4:03:55,466862,1,TRUE
24982305,Great Question,9/11/2017 11:08:27,155857,1,FALSE
24984671,Great Answer,9/11/2017 13:59:17,268156,1,FALSE
25083433,Copy Editor,9/19/2017 4:39:17,6037536,1,FALSE
25089263,Great Question,9/19/2017 11:58:27,1934182,1,FALSE
25096953,Great Question,9/19/2017 21:53:02,259541,1,FALSE
25808536,Unsung Hero,11/8/2017 16:22:35,7579547,1,FALSE
25874439,Great Question,11/14/2017 0:59:47,835083,1,FALSE
26270167,Great Answer,12/15/2017 6:00:49,3811592,1,FALSE
26376286,Electorate,12/27/2017 9:39:27,4826138,1,FALSE
26381290,Great Question,12/27/2017 19:45:16,881124,1,FALSE
26623577,Stellar Question,1/17/2018 11:32:14,46617,1,FALSE
26651822,Great Answer,1/19/2018 9:10:53,404863,1,FALSE
26733451,Great Question,1/25/2018 22:29:23,113127,1,FALSE
26778666,Fanatic,1/30/2018 10:13:42,570087,1,FALSE
26842860,Fanatic,2/5/2018 0:04:09,2383385,1,FALSE
26901384,Steward,2/9/2018 5:29:47,5411817,1,FALSE
26943403,Great Answer,2/13/2018 8:17:30,3792350,1,FALSE
27010386,Steward,2/19/2018 7:32:33,5088142,1,FALSE
27107377,Fanatic,2/27/2018 8:00:15,8893047,1,FALSE
27276797,Fanatic,3/13/2018 2:14:09,8698101,1,FALSE
27433171,Great Question,3/21/2018 5:42:24,928390,1,FALSE
27448752,Great Question,3/21/2018 17:10:18,223090,1,FALSE
27678652,Great Answer,4/4/2018 18:06:56,441387,1,FALSE
27719403,Populist,4/8/2018 6:26:07,631527,1,FALSE
27730109,Great Answer,4/9/2018 10:17:10,40175,1,FALSE
27968845,Electorate,4/27/2018 16:25:36,5212252,1,FALSE
28140742,Stellar Question,5/13/2018 14:14:45,13227,1,FALSE
28352269,Great Answer,5/31/2018 8:18:14,180892,1,FALSE
28437848,Great Question,6/7/2018 15:02:38,529160,1,FALSE
28637000,Unsung Hero,6/25/2018 20:53:30,373815,1,FALSE
28687382,Great Answer,6/29/2018 13:29:12,1234913,1,FALSE
28850292,Fanatic,7/14/2018 4:49:06,3027854,1,FALSE
28977121,Steward,7/25/2018 12:01:11,5957979,1,FALSE
29037183,Steward,7/31/2018 0:30:25,4891738,1,FALSE
29116652,Electorate,8/7/2018 4:07:18,5057350,1,FALSE
29155054,Unsung Hero,8/9/2018 19:15:11,2163927,1,FALSE
29194952,Great Answer,8/13/2018 22:25:16,1290380,1,FALSE
29253314,Fanatic,8/19/2018 4:20:23,9002163,1,FALSE
29606975,Great Answer,9/19/2018 22:10:29,1211039,1,FALSE
29629628,Great Answer,9/21/2018 14:55:03,238884,1,FALSE
29645817,Great Answer,9/23/2018 18:50:22,320700,1,FALSE
29663563,Great Answer,9/25/2018 8:50:06,572644,1,FALSE
29795351,Great Answer,10/6/2018 16:30:06,1218598,1,FALSE
29860647,Electorate,10/12/2018 4:45:10,9675024,1,FALSE
30045091,Unsung Hero,10/28/2018 12:25:07,4134674,1,FALSE
30062177,Great Answer,10/29/2018 23:40:07,406903,1,FALSE
30197981,Steward,11/10/2018 16:30:03,3523579,1,FALSE
30258291,Great Question,11/15/2018 16:05:10,47986,1,FALSE
30273114,Great Answer,11/16/2018 19:00:20,733805,1,FALSE
30293493,Great Answer,11/19/2018 9:50:11,320,1,FALSE
30306486,Great Answer,11/20/2018 8:55:07,162671,1,FALSE
30317764,Great Answer,11/21/2018 4:00:42,5209935,1,FALSE
30414132,Great Question,11/29/2018 10:50:11,304866,1,FALSE
30435383,Unsung Hero,12/1/2018 1:20:07,8560567,1,FALSE
30477681,Great Question,12/5/2018 3:35:10,205270,1,FALSE
30760287,Great Question,1/2/2019 19:00:10,773306,1,FALSE
30937417,Electorate,1/18/2019 13:15:20,808354,1,FALSE
31146550,Great Answer,2/1/2019 18:00:09,1505030,1,FALSE
31353211,Fanatic,2/18/2019 12:00:24,4387975,1,FALSE
31385638,Great Answer,2/20/2019 16:30:25,551804,1,FALSE
31539860,Copy Editor,3/5/2019 4:05:12,1172798,1,FALSE
31754333,Great Question,3/15/2019 14:20:08,6883143,1,FALSE
32025333,sql,4/2/2019 23:28:55,10676716,1,TRUE
324580,Great Answer,5/28/2009 1:02:40,15891,1,FALSE
714500,Fanatic,3/15/2010 15:17:44,1605,1,FALSE
896480,Fanatic,7/2/2010 6:37:54,301832,1,FALSE
1091816,Unsung Hero,9/29/2010 9:39:00,336905,1,FALSE
1241950,Fanatic,11/30/2010 8:27:29,143585,1,FALSE
1254086,Unsung Hero,12/5/2010 5:29:29,428051,1,FALSE
1414458,Fanatic,2/8/2011 2:32:57,466099,1,FALSE
1489062,Unsung Hero,3/2/2011 22:16:48,305319,1,FALSE
1783508,c#,6/1/2011 3:01:19,572644,1,TRUE
1914722,Populist,7/7/2011 3:27:11,18511,1,FALSE
1949311,Electorate,7/16/2011 12:28:54,635608,1,FALSE
2050165,Great Question,8/12/2011 15:05:08,11208,1,FALSE
2084184,Electorate,8/18/2011 11:22:03,370103,1,FALSE
2164527,Fanatic,9/8/2011 9:12:44,15517,1,FALSE
2227674,Great Question,9/23/2011 14:00:26,22807,1,FALSE
2412742,Marshal,11/7/2011 13:36:01,1583,1,FALSE
2634623,Unsung Hero,12/28/2011 11:09:48,266894,1,FALSE
2674493,Populist,1/7/2012 0:43:43,832,1,FALSE
2687450,Publicist,1/10/2012 12:31:56,263132,1,FALSE
2717028,Fanatic,1/16/2012 8:00:32,769237,1,FALSE
2732694,Unsung Hero,1/18/2012 23:53:25,4787,1,FALSE
2790821,Great Answer,1/31/2012 6:19:13,178651,1,FALSE
3153671,Fanatic,4/2/2012 7:29:41,995351,1,FALSE
3232944,Great Answer,4/16/2012 14:36:41,88656,1,FALSE
3742804,Fanatic,6/26/2012 8:48:58,456266,1,FALSE
3810222,Unsung Hero,7/7/2012 0:02:39,492566,1,FALSE
3889010,Stellar Question,7/19/2012 16:23:06,1461052,1,FALSE
4011437,Great Question,8/8/2012 11:16:15,2937,1,FALSE
4113386,Unsung Hero,8/24/2012 13:51:07,1039461,1,FALSE
4300460,Steward,9/21/2012 23:26:57,388037,1,FALSE
4439728,Unsung Hero,10/7/2012 2:34:45,543693,1,FALSE
4445507,Fanatic,10/8/2012 7:39:46,1494802,1,FALSE
4775327,Great Question,11/15/2012 6:18:20,55074,1,FALSE
4816894,Steward,11/20/2012 8:02:15,1132951,1,FALSE
4864599,Fanatic,11/26/2012 0:44:41,1519064,1,FALSE
5279744,delphi,1/18/2013 3:01:10,757830,1,TRUE
5305544,Populist,1/21/2013 18:43:42,343786,1,FALSE
5475468,Steward,2/8/2013 22:45:30,499163,1,FALSE
6068992,Unsung Hero,4/8/2013 16:56:09,1087998,1,FALSE
6288585,Electorate,5/1/2013 18:10:58,399457,1,FALSE
6310717,Great Answer,5/3/2013 22:47:14,27476,1,FALSE
6881213,Fanatic,7/8/2013 3:20:44,1492106,1,FALSE
7060215,Steward,7/26/2013 15:15:16,961781,1,FALSE
7369350,Steward,8/29/2013 22:47:34,2138016,1,FALSE
7483782,Steward,9/12/2013 1:00:20,700253,1,FALSE
8042628,Stellar Question,11/9/2013 0:02:49,256405,1,FALSE
8389249,javascript,12/13/2013 3:08:43,1491895,1,TRUE
8449787,Steward,12/19/2013 7:56:52,1503155,1,FALSE
8939482,Unsung Hero,2/9/2014 21:28:29,732221,1,FALSE
8983607,Great Answer,2/12/2014 16:11:28,946112,1,FALSE
9028186,Populist,2/17/2014 4:28:14,546730,1,FALSE
9664436,Electorate,4/9/2014 8:58:22,3341327,1,FALSE
9704140,Fanatic,4/13/2014 7:51:01,2061376,1,FALSE
9764665,Great Answer,4/19/2014 0:44:54,435129,1,FALSE
9823331,Steward,4/25/2014 6:37:19,1692107,1,FALSE
9833554,Great Answer,4/26/2014 5:22:53,27535,1,FALSE
9885426,Electorate,5/1/2014 18:00:20,807797,1,FALSE
9904235,Great Answer,5/4/2014 0:10:38,153430,1,FALSE
10251573,Great Answer,6/10/2014 8:21:01,29407,1,FALSE
10355428,Great Answer,6/21/2014 3:39:35,12744,1,FALSE
10392154,Marshal,6/25/2014 13:13:11,1398425,1,FALSE
10703682,Fanatic,7/14/2014 5:48:32,2734224,1,FALSE
10712905,Fanatic,7/15/2014 0:03:59,3353500,1,FALSE
10767610,Great Answer,7/20/2014 18:15:06,379798,1,FALSE
10779680,Fanatic,7/22/2014 0:05:23,968002,1,FALSE
10998538,Stellar Question,8/14/2014 5:09:16,51034,1,FALSE
11343552,Electorate,9/21/2014 6:11:30,2411075,1,FALSE
11370793,Great Question,9/23/2014 23:18:56,299674,1,FALSE
11761253,Great Question,10/8/2014 12:56:08,27784,1,FALSE
11860774,Great Answer,10/17/2014 21:53:33,1794315,1,FALSE
11935139,Great Question,10/25/2014 21:01:22,430214,1,FALSE
12175423,Great Answer,11/18/2014 17:12:06,106224,1,FALSE
12674953,Fanatic,1/12/2015 4:47:38,174983,1,FALSE
12745715,Fanatic,1/19/2015 0:43:46,1159404,1,FALSE
12801016,Populist,1/23/2015 11:28:36,296108,1,FALSE
13182914,Great Answer,2/27/2015 16:59:01,33708,1,FALSE
13188144,Steward,2/28/2015 8:16:38,62921,1,FALSE
13222142,Unsung Hero,3/3/2015 18:40:47,2319844,1,FALSE
13391888,Electorate,3/18/2015 22:09:51,1426569,1,FALSE
13412855,Socratic,3/20/2015 1:09:18,42223,1,FALSE
13412888,Socratic,3/20/2015 1:09:18,882932,1,FALSE
13591218,Great Question,4/6/2015 6:15:57,90146,1,FALSE
13815877,Great Answer,4/17/2015 22:14:10,970616,1,FALSE
14197456,Great Answer,5/15/2015 16:12:21,53501,1,FALSE
14200144,Electorate,5/15/2015 21:07:30,163495,1,FALSE
14272929,Steward,5/22/2015 0:55:25,834998,1,FALSE
14286995,Great Answer,5/23/2015 4:52:52,1578927,1,FALSE
14659670,Steward,6/24/2015 7:46:37,4584675,1,FALSE
14720770,Great Answer,6/29/2015 17:02:43,6330,1,FALSE
14808313,Electorate,7/7/2015 8:55:31,1758368,1,FALSE
14847984,Marshal,7/9/2015 21:04:57,4130044,1,FALSE
14915490,Great Answer,7/15/2015 18:20:35,1009479,1,FALSE
15062183,Great Answer,7/28/2015 13:01:55,2865777,1,FALSE
15099763,mysql,7/31/2015 3:14:01,280598,1,TRUE
15478155,Electorate,9/2/2015 6:34:58,286116,1,FALSE
15503189,Great Question,9/3/2015 22:59:14,3163618,1,FALSE
16016931,Electorate,10/19/2015 4:37:04,4931,1,FALSE
16068321,Stellar Question,10/22/2015 18:42:22,54794,1,FALSE
16070450,Great Answer,10/22/2015 22:19:31,51019,1,FALSE
16111413,Electorate,10/26/2015 23:29:13,279738,1,FALSE
16180766,Great Question,11/1/2015 22:37:26,13262,1,FALSE
16296284,Great Question,11/10/2015 17:52:41,445803,1,FALSE
16496449,Fanatic,11/21/2015 11:34:24,3594729,1,FALSE
16611003,Great Answer,11/29/2015 13:19:03,33708,1,FALSE
17041097,Marshal,1/7/2016 13:50:39,2204926,1,FALSE
17095068,Great Question,1/12/2016 11:13:52,917586,1,FALSE
17420084,Socratic,2/7/2016 5:41:56,1040718,1,FALSE
17446406,Great Question,2/9/2016 12:36:56,2587695,1,FALSE
17473984,Great Answer,2/11/2016 9:26:52,422597,1,FALSE
17508066,Fanatic,2/14/2016 7:11:58,3520444,1,FALSE
17605621,Electorate,2/21/2016 20:06:56,4021077,1,FALSE
17808657,Great Answer,3/8/2016 10:13:06,253994,1,FALSE
17881039,Populist,3/14/2016 7:00:46,919007,1,FALSE
17994237,Great Answer,3/22/2016 16:49:44,1157037,1,FALSE
18006516,Great Answer,3/23/2016 13:53:06,157247,1,FALSE
18047620,Great Answer,3/27/2016 8:36:37,508831,1,FALSE
18393167,Stellar Question,4/22/2016 17:04:03,1931,1,FALSE
18448242,Great Question,4/27/2016 11:46:06,954869,1,FALSE
18605779,Great Question,5/10/2016 16:04:57,356635,1,FALSE
18661443,Electorate,5/15/2016 0:12:21,436336,1,FALSE
18676430,Electorate,5/16/2016 14:52:55,5381331,1,FALSE
18683900,Populist,5/17/2016 6:16:39,856921,1,FALSE
18710403,Populist,5/18/2016 20:54:58,1069407,1,FALSE
18809648,Great Question,5/26/2016 22:18:50,217844,1,FALSE
18849052,Fanatic,5/31/2016 2:42:30,1460794,1,FALSE
19010713,Great Answer,6/13/2016 12:46:53,20862,1,FALSE
19347590,Great Answer,7/12/2016 8:29:19,301931,1,FALSE
19788958,Fanatic,8/9/2016 12:20:49,4383472,1,FALSE
19807641,Great Question,8/10/2016 14:52:43,1524844,1,FALSE
19837105,Great Answer,8/12/2016 13:24:50,612912,1,FALSE
19851810,Socratic,8/14/2016 8:04:32,2017866,1,FALSE
20062968,Steward,8/31/2016 11:00:48,3899908,1,FALSE
20123914,Steward,9/5/2016 21:07:28,3563993,1,FALSE
20277929,Electorate,9/18/2016 12:42:52,2779803,1,FALSE
20309543,Unsung Hero,9/20/2016 21:16:46,2531924,1,FALSE
20357069,facebook,9/24/2016 4:05:04,1603357,1,TRUE
20502030,Great Answer,10/6/2016 5:46:30,1426891,1,FALSE
20545791,Fanatic,10/10/2016 7:39:07,5064389,1,FALSE
21088746,Great Answer,11/18/2016 6:42:05,150771,1,FALSE
21193456,java,11/23/2016 4:02:41,515034,1,TRUE
21331389,Socratic,12/5/2016 2:30:26,411632,1,FALSE
21569368,Great Answer,12/25/2016 19:23:21,3305,1,FALSE
21871710,Stellar Question,1/21/2017 17:42:14,700284,1,FALSE
21877279,Publicist,1/22/2017 13:14:17,334816,1,FALSE
21900447,Great Answer,1/24/2017 10:54:26,3391283,1,FALSE
22059875,Great Answer,2/4/2017 22:48:40,321697,1,FALSE
22472523,Fanatic,3/7/2017 10:30:35,5225503,1,FALSE
22715349,Unsung Hero,3/25/2017 0:07:54,7465829,1,FALSE
22803911,Populist,3/31/2017 16:20:33,3624113,1,FALSE
22907573,Steward,4/9/2017 5:02:22,2943403,1,FALSE
22909305,Great Question,4/9/2017 11:01:41,5472671,1,FALSE
22993506,Fanatic,4/16/2017 3:07:07,4133798,1,FALSE
23196494,Electorate,5/2/2017 13:28:14,4733169,1,FALSE
23208268,Fanatic,5/3/2017 9:30:21,318765,1,FALSE
23352389,Fanatic,5/15/2017 6:34:09,1375753,1,FALSE
23424287,Fanatic,5/20/2017 0:04:26,6567275,1,FALSE
23438743,Populist,5/22/2017 0:37:48,1525503,1,FALSE
23886119,Electorate,6/26/2017 21:51:53,4990920,1,FALSE
24012793,Copy Editor,7/6/2017 13:20:51,954312,1,FALSE
24248147,Great Question,7/23/2017 18:21:34,187532,1,FALSE
24649000,Fanatic,8/15/2017 1:47:06,7719900,1,FALSE
24650589,Great Answer,8/15/2017 5:33:22,324094,1,FALSE
24651456,Great Answer,8/15/2017 7:28:19,1423227,1,FALSE
24735532,Fanatic,8/22/2017 1:58:39,352876,1,FALSE
